"School ID","School Name","Decile","From","To","Number of deciles"
311,"Hurunui College",7,2000,2017,2
312,"Rangiora High School",7,2005,2007,3
312,"Rangiora High School",8,2000,2014,3
312,"Rangiora High School",9,2015,2017,3
314,"Kaiapoi High School",5,2000,2014,3
314,"Kaiapoi High School",6,2003,2004,3
314,"Kaiapoi High School",7,2015,2017,3
315,"St Bedes College",9,2000,2017,1
316,"Papanui High School",6,2000,2014,2
316,"Papanui High School",7,2015,2017,2
317,"Christchurch Adventist School",5,2015,2017,3
317,"Christchurch Adventist School",6,2000,2014,3
317,"Christchurch Adventist School",7,2003,2007,3
318,"St Andrew's College (Christchurch)",10,2000,2017,2
318,"St Andrew's College (Christchurch)",99,2003,2007,2
319,"Burnside High School",8,2008,2017,3
319,"Burnside High School",9,2003,2007,3
319,"Burnside High School",10,2000,2002,3
320,"Mairehau High School",4,2000,2017,2
320,"Mairehau High School",5,2003,2007,2
321,"Shirley Boys' High School",6,2003,2017,2
321,"Shirley Boys' High School",7,2000,2002,2
323,"Aranui High School",2,2003,2016,2
323,"Aranui High School",3,2000,2002,2
324,"Avonside Girls' High School",5,2000,2002,2
324,"Avonside Girls' High School",6,2003,2017,2
325,"Rangi Ruru Girls' School",10,2000,2017,2
325,"Rangi Ruru Girls' School",99,2003,2007,2
326,"Villa Maria College",9,2000,2017,1
327,"Christchurch Boys' High School",9,2008,2014,2
327,"Christchurch Boys' High School",10,2000,2017,2
328,"Christchurch Girls' High School | Te Kura o Hine Waiora",9,2008,2017,2
328,"Christchurch Girls' High School | Te Kura o Hine Waiora",10,2000,2007,2
329,"Mangakino Area School",1,2000,2017,1
330,"Christ's College",10,2000,2017,2
330,"Christ's College",99,2003,2007,2
331,"St Thomas of Canterbury College",8,2000,2017,1
333,"St Margaret's College",10,2000,2017,2
333,"St Margaret's College",99,2003,2007,2
334,"Riccarton High School",6,2015,2017,3
334,"Riccarton High School",7,2003,2014,3
334,"Riccarton High School",8,2000,2002,3
335,"Middleton Grange School",9,2000,2017,1
336,"Hagley Community College",5,2008,2014,2
336,"Hagley Community College",6,2000,2017,2
337,"Linwood College",2,2005,2014,2
337,"Linwood College",3,2000,2017,2
338,"Hornby High School",3,2003,2017,2
338,"Hornby High School",4,2000,2002,2
339,"Hillmorton High School",4,2015,2017,3
339,"Hillmorton High School",5,2003,2014,3
339,"Hillmorton High School",6,2000,2002,3
340,"Cashmere High School",8,2000,2014,2
340,"Cashmere High School",9,2015,2017,2
341,"Hillview Christian School",6,2000,2014,2
341,"Hillview Christian School",7,2015,2017,2
343,"Marian College",7,2000,2014,2
343,"Marian College",8,2003,2017,2
344,"Westminster Christian School",8,2015,2017,3
344,"Westminster Christian School",9,2008,2014,3
344,"Westminster Christian School",10,2000,2007,3
345,"Pacific Christian School",99,2005,2016,1
346,"Darfield High School",8,2000,2014,2
346,"Darfield High School",9,2015,2017,2
347,"Lincoln High School",9,2000,2014,2
347,"Lincoln High School",10,2015,2017,2
348,"Mount Hutt College",8,2008,2014,3
348,"Mount Hutt College",9,2000,2017,3
348,"Mount Hutt College",10,2005,2007,3
349,"Ellesmere College",8,2003,2017,2
349,"Ellesmere College",9,2000,2002,2
350,"Akaroa Area School",7,2000,2002,2
350,"Akaroa Area School",8,2003,2017,2
351,"Ashburton College",6,2015,2017,3
351,"Ashburton College",7,2002,2014,3
351,"Ashburton College",8,2000,2001,3
352,"Geraldine High School",8,2000,2017,2
352,"Geraldine High School",9,2003,2004,2
353,"Mackenzie College",7,2000,2014,3
353,"Mackenzie College",8,2005,2017,3
353,"Mackenzie College",9,2003,2004,3
354,"Opihi College",4,2000,2007,2
354,"Opihi College",5,2008,2017,2
355,"Pleasant Point High School",9,2000,2004,1
357,"Craighead Diocesan School",9,2000,2017,1
358,"Roncalli College",5,2005,2007,3
358,"Roncalli College",6,2000,2014,3
358,"Roncalli College",7,2015,2017,3
359,"Mountainview High School",5,2000,2007,2
359,"Mountainview High School",6,2008,2017,2
360,"Timaru Boys' High School",6,2005,2007,2
360,"Timaru Boys' High School",7,2000,2017,2
361,"Timaru Girls' High School",5,2005,2014,2
361,"Timaru Girls' High School",6,2000,2017,2
362,"Waimate High School",4,2008,2014,3
362,"Waimate High School",5,2003,2017,3
362,"Waimate High School",6,2000,2002,3
363,"Waitaki Valley School",7,2003,2007,3
363,"Waitaki Valley School",8,2000,2017,3
363,"Waitaki Valley School",10,2008,2014,3
365,"Waitaki Boys' High School",6,2003,2017,2
365,"Waitaki Boys' High School",7,2000,2002,2
366,"Waitaki Girls' High School",5,2005,2007,3
366,"Waitaki Girls' High School",6,2003,2017,3
366,"Waitaki Girls' High School",7,2000,2002,3
368,"The Cathedral Grammar School",10,2000,2017,2
368,"The Cathedral Grammar School",99,2003,2007,2
369,"St Kevins College (Oamaru)",7,2003,2017,2
369,"St Kevins College (Oamaru)",8,2000,2002,2
370,"Maniototo Area School",6,2000,2002,3
370,"Maniototo Area School",7,2003,2014,3
370,"Maniototo Area School",8,2005,2017,3
371,"East Otago High School",3,2005,2007,5
371,"East Otago High School",4,2003,2004,5
371,"East Otago High School",5,2008,2014,5
371,"East Otago High School",6,2015,2017,5
371,"East Otago High School",7,2000,2002,5
372,"Dunstan High School",8,2015,2017,2
372,"Dunstan High School",9,2000,2014,2
373,"Cromwell College",6,2000,2007,3
373,"Cromwell College",7,2003,2004,3
373,"Cromwell College",8,2008,2017,3
374,"Wakatipu High School",10,2000,2017,1
375,"Roxburgh Area School",4,2003,2014,3
375,"Roxburgh Area School",5,2000,2002,3
375,"Roxburgh Area School",7,2015,2017,3
376,"Logan Park High School",7,2000,2017,1
377,"Otago Boys' High School",8,2000,2002,2
377,"Otago Boys' High School",9,2003,2017,2
378,"Otago Girls' High School",8,2000,2017,2
378,"Otago Girls' High School",9,2003,2014,2
380,"St Hildas Collegiate",10,2000,2017,1
381,"Kaikorai Valley College",5,2008,2017,3
381,"Kaikorai Valley College",6,2000,2007,3
381,"Kaikorai Valley College",7,2003,2004,3
382,"Bayfield High School",7,2015,2017,3
382,"Bayfield High School",8,2005,2014,3
382,"Bayfield High School",9,2000,2004,3
383,"Kings High School (Dunedin)",5,2005,2007,3
383,"Kings High School (Dunedin)",6,2000,2014,3
383,"Kings High School (Dunedin)",7,2015,2017,3
384,"Queens High School",5,2008,2017,2
384,"Queens High School",6,2000,2007,2
386,"Columba College",10,2000,2017,1
387,"John McGlashan College",10,2000,2017,1
389,"The Taieri High School",7,2000,2003,1
390,"Lawrence Area School",6,2008,2017,3
390,"Lawrence Area School",7,2002,2007,3
390,"Lawrence Area School",8,2000,2001,3
391,"Blue Mountain College",7,2008,2014,3
391,"Blue Mountain College",8,2000,2007,3
391,"Blue Mountain College",9,2015,2017,3
392,"Tokomairiro High School",4,2000,2017,2
392,"Tokomairiro High School",5,2003,2014,2
393,"South Otago High School",6,2000,2017,2
393,"South Otago High School",7,2003,2007,2
394,"The Catlins Area School",5,2000,2002,3
394,"The Catlins Area School",6,2003,2014,3
394,"The Catlins Area School",7,2015,2017,3
395,"Northern Southland College",6,2003,2007,2
395,"Northern Southland College",7,2000,2017,2
396,"Gore High School",6,2003,2017,2
396,"Gore High School",7,2000,2002,2
397,"St Peter's College (Gore)",7,2000,2002,2
397,"St Peter's College (Gore)",8,2003,2017,2
398,"Takitimu Primary School",3,2000,2002,4
398,"Takitimu Primary School",4,2008,2017,4
398,"Takitimu Primary School",5,2004,2007,4
398,"Takitimu Primary School",6,2003,2003,4
399,"Central Southland College",6,2000,2017,2
399,"Central Southland College",7,2003,2014,2
400,"Fiordland College",8,2000,2014,2
400,"Fiordland College",9,2015,2017,2
401,"Menzies College",4,2005,2014,3
401,"Menzies College",5,2003,2017,3
401,"Menzies College",7,2000,2002,3
402,"Waiau Area School",3,2015,2017,2
402,"Waiau Area School",5,2000,2014,2
403,"James Hargest High School",8,2000,2004,1
404,"Southland Boys' High School",4,2005,2007,3
404,"Southland Boys' High School",5,2003,2014,3
404,"Southland Boys' High School",6,2000,2017,3
405,"Southland Girls' High School",4,2003,2007,2
405,"Southland Girls' High School",5,2000,2017,2
408,"Verdon College",5,2005,2014,2
408,"Verdon College",6,2000,2017,2
409,"Aparima College",2,2003,2007,4
409,"Aparima College",3,2000,2002,4
409,"Aparima College",5,2008,2014,4
409,"Aparima College",6,2015,2017,4
417,"Windermere Christian College",9,2000,2000,1
418,"Rangiora New Life School",6,2000,2007,4
418,"Rangiora New Life School",7,2003,2004,4
418,"Rangiora New Life School",8,2008,2014,4
418,"Rangiora New Life School",9,2015,2017,4
419,"Rudolf Steiner School (Chch)",7,2000,2007,2
419,"Rudolf Steiner School (Chch)",8,2008,2017,2
421,"Richmond View School",5,2015,2017,3
421,"Richmond View School",6,2003,2014,3
421,"Richmond View School",7,2000,2002,3
422,"Faith City School",3,2015,2017,2
422,"Faith City School",4,2000,2014,2
424,"Michael Park School",8,2000,2017,2
424,"Michael Park School",9,2003,2014,2
425,"Odyssey House School (Auckland)",99,2000,2017,1
428,"Whangamata Area School",4,2008,2017,2
428,"Whangamata Area School",5,2000,2007,2
429,"Excellere College",4,2000,2007,2
429,"Excellere College",5,2008,2017,2
431,"Kerikeri Christian Community School",7,2003,2004,2
431,"Kerikeri Christian Community School",9,2000,2002,2
432,"Kingsway School",9,2000,2017,2
432,"Kingsway School",10,2003,2014,2
433,"Taumarunui Christian Academy",2,2000,2002,2
433,"Taumarunui Christian Academy",4,2003,2004,2
435,"Hukarere College",1,2000,2014,2
435,"Hukarere College",2,2015,2017,2
436,"Springbank School",7,2005,2007,4
436,"Springbank School",8,2003,2014,4
436,"Springbank School",9,2000,2002,4
436,"Springbank School",99,2015,2017,4
437,"Waimate North Christian School",2,2003,2004,2
437,"Waimate North Christian School",4,2000,2002,2
438,"King Edward International High School",9,2000,2000,1
439,"Totara College of Accelerated Learning",3,2005,2017,3
439,"Totara College of Accelerated Learning",4,2003,2004,3
439,"Totara College of Accelerated Learning",5,2000,2002,3
440,"Pinehurst School",10,2000,2017,2
440,"Pinehurst School",99,2003,2007,2
441,"ACG Strathallan",9,2000,2002,3
441,"ACG Strathallan",10,2008,2014,3
441,"ACG Strathallan",99,2003,2017,3
443,"Hastings Christian School",5,2003,2007,2
443,"Hastings Christian School",7,2000,2017,2
444,"Mt Anglem College",2,2000,2004,1
451,"Hamilton Christian School",9,2003,2017,2
451,"Hamilton Christian School",99,2000,2002,2
452,"Southern Cross Campus",1,2000,2017,1
453,"Kadimah School",8,2015,2017,3
453,"Kadimah School",10,2003,2014,3
453,"Kadimah School",99,2000,2010,3
454,"St Dominic's College",2,2005,2007,4
454,"St Dominic's College",3,2003,2004,4
454,"St Dominic's College",4,2008,2014,4
454,"St Dominic's College",99,2000,2017,4
456,"Pukekohe Christian School",7,2003,2007,2
456,"Pukekohe Christian School",99,2000,2017,2
457,"Highland Park Montessori School",99,2000,2001,1
458,"Rotorua Bible Baptist Church School",99,2000,2001,1
459,"Immanuel Christian School",8,2008,2014,2
459,"Immanuel Christian School",99,2000,2017,2
460,"Carey College",6,2008,2014,4
460,"Carey College",8,2005,2007,4
460,"Carey College",9,2003,2004,4
460,"Carey College",99,2000,2017,4
462,"Ambury Park Centre",99,2000,2017,1
463,"TKK Motuhake o Tawhiuau",1,2001,2017,1
464,"Children of Hope New Zealand",10,2003,2007,2
464,"Children of Hope New Zealand",99,2000,2002,2
465,"Mana Tamariki",4,2000,2002,4
465,"Mana Tamariki",5,2015,2017,4
465,"Mana Tamariki",6,2003,2004,4
465,"Mana Tamariki",7,2005,2014,4
466,"Manukau Christian School",99,2000,2017,1
468,"Victory Christian Academy",3,2003,2003,2
468,"Victory Christian Academy",99,2001,2002,2
469,"Strathallan College",99,2001,2001,1
470,"Nga Kakano Christian Bilingual School",99,2001,2001,1
471,"Zayed College for Girls",3,2008,2017,4
471,"Zayed College for Girls",4,2005,2007,4
471,"Zayed College for Girls",5,2003,2004,4
471,"Zayed College for Girls",99,2001,2002,4
472,"Westmount School",7,2005,2007,4
472,"Westmount School",8,2003,2014,4
472,"Westmount School",9,2015,2017,4
472,"Westmount School",99,2001,2002,4
473,"Auckland International College",8,2015,2017,3
473,"Auckland International College",9,2008,2014,3
473,"Auckland International College",99,2004,2007,3
474,"The Bridge Academy",9,2008,2014,2
474,"The Bridge Academy",99,2004,2017,2
475,"Tau Te Arohanoa Akoranga",7,2008,2010,2
475,"Tau Te Arohanoa Akoranga",99,2002,2007,2
476,"Tongariro School",1,2015,2017,2
476,"Tongariro School",2,2004,2014,2
477,"Southern Lakes Christian School (Sec)",99,2002,2002,1
478,"Wainuiomata High School",3,2002,2017,2
478,"Wainuiomata High School",4,2005,2014,2
479,"Athena Montessori College",10,2008,2008,2
479,"Athena Montessori College",99,2002,2007,2
480,"The Corelli School (Secondary)",99,2002,2002,1
481,"City Impact Church School",9,2015,2017,2
481,"City Impact Church School",99,2005,2014,2
482,"Aquinas College",8,2003,2017,2
482,"Aquinas College",9,2008,2014,2
483,"Unlimited Paenga Tawhiti",6,2003,2013,1
484,"Wentworth College",10,2004,2017,2
484,"Wentworth College",99,2003,2007,2
486,"Cambridge International College",99,2003,2012,1
487,"Mt Hobson Middle School",10,2008,2014,2
487,"Mt Hobson Middle School",99,2003,2017,2
488,"Nga Taiatea Wharekura",1,2004,2007,3
488,"Nga Taiatea Wharekura",2,2015,2017,3
488,"Nga Taiatea Wharekura",3,2008,2014,3
489,"Hill Top School (Sec Dept)",99,2004,2004,1
490,"Rangitaiki Independent School (Sec Dept)",99,2003,2003,1
491,"Sancta Maria College",7,2005,2017,3
491,"Sancta Maria College",8,2008,2014,3
491,"Sancta Maria College",10,2004,2004,3
492,"Queens College",99,2004,2004,1
493,"Cornell High School",99,2005,2005,1
494,"Putaruru College",3,2008,2017,2
494,"Putaruru College",4,2004,2007,2
495,"Taieri College",6,2004,2014,2
495,"Taieri College",7,2015,2017,2
496,"Reefton Area School",3,2004,2014,3
496,"Reefton Area School",4,2017,2017,3
496,"Reefton Area School",6,2015,2016,3
497,"Te Kura o Hirangi",1,2015,2017,2
497,"Te Kura o Hirangi",2,2004,2014,2
498,"Te Aho o Te Kura Pounamu",99,2000,2017,1
503,"Kelston Deaf Education Centre",2,2000,2017,2
503,"Kelston Deaf Education Centre",3,2003,2014,2
506,"Drury Christian School",7,2008,2014,2
506,"Drury Christian School",99,2000,2017,2
514,"Kimi Ora School",3,2000,2002,3
514,"Kimi Ora School",5,2003,2007,3
514,"Kimi Ora School",8,2008,2017,3
518,"Kingslea School",1,2000,2017,1
519,"Van Asch Deaf Education Centre",4,2000,2017,2
519,"Van Asch Deaf Education Centre",5,2003,2007,2
520,"Hammersley Park School",1,2005,2012,2
520,"Hammersley Park School",2,2000,2004,2
522,"Halswell Residential College",2,2008,2017,3
522,"Halswell Residential College",3,2000,2002,3
522,"Halswell Residential College",4,2003,2007,3
523,"Carlson School (Cerebral Palsy)",3,2008,2014,2
523,"Carlson School (Cerebral Palsy)",4,2000,2017,2
525,"Salisbury School (Nelson)",3,2006,2017,3
525,"Salisbury School (Nelson)",4,2000,2008,3
525,"Salisbury School (Nelson)",5,2003,2005,3
526,"Forbury School",2,2000,2011,1
527,"Twizel Area School",5,2000,2002,3
527,"Twizel Area School",6,2003,2007,3
527,"Twizel Area School",8,2008,2017,3
528,"Ponatahi Christian School",6,2000,2002,4
528,"Ponatahi Christian School",7,2008,2014,4
528,"Ponatahi Christian School",8,2015,2017,4
528,"Ponatahi Christian School",9,2003,2007,4
529,"Shiloh Christian Academy (Motueka)",4,2005,2006,2
529,"Shiloh Christian Academy (Motueka)",5,2000,2004,2
530,"Waiheke High School",4,2000,2007,3
530,"Waiheke High School",6,2008,2014,3
530,"Waiheke High School",7,2015,2017,3
531,"Catholic Cathedral College",3,2008,2014,2
531,"Catholic Cathedral College",4,2000,2017,2
532,"John Paul College",6,2000,2002,2
532,"John Paul College",7,2003,2017,2
533,"Mt Aspiring College",9,2000,2007,2
533,"Mt Aspiring College",10,2003,2017,2
536,"Kavanagh College",8,2000,2017,1
539,"Waikato Waldorf School ( Rudolf Steiner)",6,2000,2002,2
539,"Waikato Waldorf School ( Rudolf Steiner)",7,2003,2017,2
541,"Reikorangi College",7,2000,2009,2
541,"Reikorangi College",99,2003,2007,2
544,"Al-Madinah School",2,2003,2017,2
544,"Al-Madinah School",3,2000,2002,2
545,"Te Kura Toitu o Te Whaiti-nui-a-Toi",1,2004,2017,1
546,"Samuel Marsden Collegiate School -Whitby",10,2008,2017,2
546,"Samuel Marsden Collegiate School -Whitby",99,2004,2007,2
547,"MindAlive",99,2004,2017,1
548,"Aurora College",2,2005,2017,1
549,"Taihape Area School",4,2008,2017,2
549,"Taihape Area School",5,2005,2007,2
550,"Te Waha O Rerekohu Area School",1,2008,2017,2
550,"Te Waha O Rerekohu Area School",2,2005,2007,2
551,"Coastal Taranaki School",4,2005,2007,3
551,"Coastal Taranaki School",5,2008,2014,3
551,"Coastal Taranaki School",7,2015,2017,3
552,"James Hargest College",8,2005,2017,1
553,"Mission Heights Junior College",7,2015,2017,2
553,"Mission Heights Junior College",10,2009,2014,2
555,"Tangaroa College Teen Parent Unit",1,2006,2017,1
556,"Te Whanau o Tupuranga",1,2006,2010,1
557,"Holy Family School (Wanaka)",10,2006,2017,1
558,"TKKM o Te Kura Kokiri",2,2015,2017,2
558,"TKKM o Te Kura Kokiri",3,2006,2014,2
559,"Te Wainui a Rua",2,2014,2017,2
559,"Te Wainui a Rua",3,2006,2016,2
560,"Montessori College of Auckland",10,2008,2008,1
563,"Albany Senior High School",10,2009,2017,1
564,"Ormiston Senior College",7,2015,2017,2
564,"Ormiston Senior College",10,2011,2014,2
565,"Stonefields School",5,2014,2014,2
565,"Stonefields School",9,2011,2017,2
566,"Maraekakaho School",8,2008,2017,4
566,"Maraekakaho School",9,2006,2007,4
567,"Te Wharekura o Te Kaokaoroa o Patetere",1,2008,2014,3
567,"Te Wharekura o Te Kaokaoroa o Patetere",2,2015,2017,3
567,"Te Wharekura o Te Kaokaoroa o Patetere",3,2007,2007,3
569,"St Mark's Church School (Sec Dept) (Mt Victoria)",99,2007,2007,1
570,"Mission Heights Primary School",8,2015,2017,2
570,"Mission Heights Primary School",10,2009,2014,2
571,"ACG Sunderland",9,2008,2014,2
571,"ACG Sunderland",99,2007,2017,2
575,"Auckland Montessori Primary School",10,2008,2008,2
575,"Auckland Montessori Primary School",99,2007,2010,2
576,"Global Indian International School",99,2007,2008,1
577,"Te Totara Primary School",10,2008,2017,1
584,"West Rolleston Primary School",10,2016,2017,1
586,"Shotover Primary School",10,2015,2017,1
588,"Hingaia Peninsula School",9,2012,2014,2
588,"Hingaia Peninsula School",10,2015,2017,2
589,"Te Kura o Nga Ruahine Rangi",2,2015,2017,3
589,"Te Kura o Nga Ruahine Rangi",3,2008,2014,3
595,"Kauri Flats School",3,2017,2017,1
600,"TKKM o Ngaringaomatariki",2,2015,2017,2
600,"TKKM o Ngaringaomatariki",4,2008,2014,2
601,"Kumeroa School",4,2008,2014,2
601,"Kumeroa School",8,2015,2017,2
602,"Hutt Valley Christian School (Primary Dept)",99,2008,2008,1
603,"KingsGate School",5,2009,2017,2
603,"KingsGate School",8,2008,2008,2
604,"Golden Grove School",99,2008,2017,1
605,"Wentworth Primary",10,2009,2017,2
605,"Wentworth Primary",99,2008,2014,2
607,"Big Rock Primary School",5,2009,2014,2
607,"Big Rock Primary School",8,2015,2017,2
608,"Ashburton Christian School",6,2015,2017,4
608,"Ashburton Christian School",7,2012,2014,4
